rider_id,wtp,tolerance,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,solo_length,j_solo_length,price,converted_or_not,queue_size_before,queue_size_after,match,match_idx,trip_length,shared_length,solo_length_without_match
0.0,0.6327512244274152,18.023776856940678,41.9002212967,-87.6291051864,41.8853000224,-87.6428084655,1.24884896999061,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
0.29202575097318206,0.48231992767606624,52.04612134447217,41.9465114202,-87.8060200025,41.9272609555,-87.7655016086,2.4710468134831913,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
3.966357985511751,0.4673697882334225,41.400379390409284,41.9075200747,-87.6266589003,41.8853000224,-87.6428084655,1.7455283837467723,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
4.563564327485469,0.415149858688342,11.462771137285968,41.962178629,-87.6453787624,41.8853000224,-87.6428084655,5.313449006665942,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
4.777580561936226,0.796404317225327,62.060094379530376,41.859349715,-87.6173580061,41.8792550844,-87.642648998,1.8933633988675935,-1.0,0.7633333333333333,1,0,1,-1.0,-1,-1.0,-1.0,-1.0
5.0568411734156165,0.8437456969511693,38.422267271753604,41.8995897957,-87.6747191345,41.8809944707,-87.6327464887,2.512252028557507,1.8933633988675935,0.7633333333333333,1,1,0,4.777580561936226,0,4.405607980831235,0.0,4.405615427425101
5.308890445170847,0.3696480813880189,41.14412031188048,41.9268111821,-87.6426052473,41.8853000224,-87.6428084655,2.868167009871209,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
7.885094902189438,0.35414151075215483,12.915851097772046,41.8201978877,-87.6101001049,41.8162234797,-87.6516929533,2.1592668158818884,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
9.474301136106826,0.42538340563667,93.94107795277594,41.9782942489,-87.7164304157,41.9773225823,-87.7522233681,1.8397060356579464,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
10.252241556780959,0.48602704359664994,43.38065531825131,41.958055933,-87.6603894557,41.814440937,-87.7307334535,10.561983407871395,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
10.816242381942235,0.746761848369315,201.7138392192487,41.7065878819,-87.6233665115,41.7174930361,-87.6488950721,1.5170572810482723,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
13.901616992907147,0.6082609725496868,26.303943651361912,41.6636706517,-87.5409355129,41.7615779081,-87.5727819867,6.961309240320592,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
13.928017359253618,0.8820454963707032,294.65351176208924,41.8919483818,-87.6891259086,41.8773834707,-87.6806541164,1.0966433600274008,-1.0,0.7633333333333333,1,0,1,-1.0,-1,-1.0,-1.0,-1.0
15.093350366153079,0.40449203197481853,100.6020023699905,41.7615779081,-87.5727819867,41.7632467988,-87.6161341112,2.237241747214385,-1.0,0.7633333333333333,0,1,1,-1.0,-1,-1.0,-1.0,-1.0
15.514705349528759,0.7010958818440237,61.99676480900371,41.9428725376,-87.701330291,41.985916382,-87.7689702414,4.573910385516225,-1.0,0.7633333333333333,0,1,1,-1.0,-1,-1.0,-1.0,-1.0
16.4343645489925,0.5478938812513044,305.6113482801767,41.906025969,-87.6753116216,41.8925077809,-87.6262149064,2.692145347173839,-1.0,0.7633333333333333,0,1,1,-1.0,-1,-1.0,-1.0,-1.0
17.960524493897932,0.7853903159667538,10.596598267163603,41.899602111,-87.6333080367,42.001571027,-87.6950125892,7.726004622338248,1.0966433600274008,0.7633333333333333,1,1,0,13.928017359253618,0,8.822633069880112,0.0,8.822647982365648
22.316144103811013,0.6056063853251086,33.78527794096888,41.8809944707,-87.6327464887,41.8792550844,-87.642648998,0.5233994908075175,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
22.900508877219636,0.4208128088468867,7.373845963442616,41.859349715,-87.6173580061,41.8809944707,-87.6327464887,1.6921655669011935,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
24.522977542152624,0.3816804022559271,99.73342325641576,41.915496209,-87.7101956338,41.8809944707,-87.6327464887,4.641950308159529,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
25.022604484953142,0.6040343780805166,144.87924176536106,41.9066507664,-87.6653376596,41.8809944707,-87.6327464887,2.4397014064532248,-1.0,0.7633333333333333,0,0,0,-1.0,-1,-1.0,-1.0,-1.0
