rider_id,wtp,tolerance,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,solo_length,j_solo_length,price,converted_or_not,queue_size_before,queue_size_after,match,match_idx,trip_length,shared_length,solo_length_without_match
0.0,0.8073604187014545,277.59217178871245,41.9498764323,-87.7381418906,41.7646425154,-87.5635848124,15.636286470297684,-1,0.5277777777777778,1,0,1,-1,25,-1,-1,-1
0.6925679589732635,0.3573780477892696,83.25476416142183,41.9012069941,-87.6763559892,42.001571027,-87.6950125892,7.000448468346379,-1,0.5277777777777778,0,1,1,-1,25,-1,-1,-1
2.8097772203955027,0.6551146680167768,259.906704654078,41.8351179863,-87.6186777673,41.7174930361,-87.6488950721,8.274910334542614,-1,0.5277777777777778,1,1,2,-1,25,-1,-1,-1
3.3292453876795483,0.7197964223919253,87.31603759562839,41.9058577688,-87.6308650266,41.8792550844,-87.642648998,1.9354178546262244,-1,0.5277777777777778,1,2,3,-1,25,-1,-1,-1
7.221226716669575,0.4300321563317551,45.13875598412216,41.7697780588,-87.7269298425,41.7925923603,-87.7696154528,2.7058425823862966,-1,0.5277777777777778,0,3,3,-1,25,-1,-1,-1
7.784396746592091,0.3706107998615488,107.74003859098526,41.9074919303,-87.6357600901,41.8852813201,-87.6572331997,1.890669523400123,-1,0.5277777777777778,0,3,3,-1,25,-1,-1,-1
9.255455687700707,0.4065286970646811,92.68387760654777,41.8994222543,-87.684490122,41.8809944707,-87.6327464887,2.950312249299142,-1,0.5277777777777778,0,3,3,-1,25,-1,-1,-1
9.403388134934751,0.8141027816849997,25.399221550432937,41.8852813201,-87.6572331997,41.8932163595,-87.6378442095,1.1380542046285564,-1,0.5277777777777778,1,3,4,-1,25,-1,-1,-1
10.04335637277108,0.47177297447780375,66.29775288041579,41.8932163595,-87.6378442095,41.7904693995,-87.6012851221,7.344322818687094,-1,0.5277777777777778,0,4,4,-1,25,-1,-1,-1
10.318579242973405,0.3766918888472311,275.524188236089,41.7653303702,-87.7172073437,41.8849871918,-87.6209929134,9.638039852037453,-1,0.5277777777777778,0,4,4,-1,25,-1,-1,-1
11.410330513819275,0.5082550547265993,66.67357368371326,41.8558061709,-87.6746905879,41.859349715,-87.6173580061,2.9605435310927395,-1,0.5277777777777778,0,4,4,-1,25,-1,-1,-1
15.07410759910964,0.4463438384549183,8.378923759226616,41.9801575735,-87.6522740174,41.8679024175,-87.6429586652,7.770862154509828,-1,0.5277777777777778,0,4,4,-1,25,-1,-1,-1
16.364761725365568,0.4065591445895442,34.88559475174483,41.8634226841,-87.6537566193,41.8809944707,-87.6327464887,1.625576199393795,-1,0.5277777777777778,0,4,4,-1,25,-1,-1,-1
16.66978470434794,0.5752580344695434,68.1775110728202,41.8555013528,-87.683227168,41.922082541,-87.6341560931,5.247251595132813,-1,0.5277777777777778,1,4,5,-1,25,-1,-1,-1
18.892957799252784,0.7060793882151956,9.257941433767394,41.9094956686,-87.630963601,41.8853000224,-87.6428084655,1.7792893506760794,-1,0.5277777777777778,1,5,6,-1,25,-1,-1,-1
19.21956615327802,0.4740466332806726,229.61545655564086,41.9287630064,-87.665676837,41.8809944707,-87.6327464887,3.7095527099546723,-1,0.5277777777777778,0,6,6,-1,25,-1,-1,-1
25.51982154983522,0.6542713703549861,12.959395371827577,41.9243470769,-87.7347397536,41.874005383,-87.6635175498,5.051186381969148,-1,0.5277777777777778,1,6,7,-1,25,-1,-1,-1
25.562494724014588,0.6620970453641305,6.367017372410245,41.8852813201,-87.6572331997,41.8809944707,-87.6327464887,1.2939671291410526,-1,0.5277777777777778,1,7,8,-1,25,-1,-1,-1
27.876191710746856,0.7183028891081364,201.53657297176733,41.8790669938,-87.657005027,41.8920421365,-87.6318639497,1.573573477946947,-1,0.5277777777777778,1,8,8,-1,25,-1,-1,-1
28.963560830594336,0.4740538242926915,2.1647040983012587,41.9208017043,-87.6945323419,41.9047120004,-87.7018845586,1.1742082773107063,-1,0.5277777777777778,0,8,8,-1,25,-1,-1,-1
30.798750543324836,0.5526916594121013,78.33424422295286,41.9217783562,-87.6414597588,41.8852813201,-87.6572331997,2.648950431566556,-1,0.5277777777777778,1,8,9,-1,25,-1,-1,-1
31.83321531534281,0.8719301289742656,239.45279354776326,41.8849871918,-87.6209929134,41.8704150003,-87.6750856208,2.9593409592032853,-1,0.5277777777777778,1,9,8,-1,25,-1,-1,-1
35.19831987211451,0.7857931364801558,25.09941931216499,41.8997373884,-87.6649539167,41.8809944707,-87.6327464887,2.102693835045746,-1,0.5277777777777778,1,8,9,-1,25,-1,-1,-1
36.68150986571526,0.7882234397504551,48.02531940084138,41.9002212967,-87.6291051864,41.8809944707,-87.6327464887,1.3415845021953707,-1,0.5277777777777778,1,9,10,-1,25,-1,-1,-1
38.28429378057662,0.5583083699024397,73.5188703915962,41.9083786693,-87.6709450752,41.8932163595,-87.6378442095,1.9987948798025448,-1,0.5277777777777778,1,10,10,-1,25,-1,-1,-1
40.176417972390105,0.5510032003270086,342.1286270490907,41.7759288274,-87.6665962653,41.7632467988,-87.6161341112,2.744074772197166,-1,0.5277777777777778,1,10,11,-1,25,-1,-1,-1
40.26436911668535,0.4774029537187217,24.97226002195708,41.9912345323,-87.6573042698,41.9572641084,-87.7308987849,4.449722085621478,-1,0.5277777777777778,0,11,11,-1,25,-1,-1,-1
45.21558002407096,0.6477420070765134,0.38452181445653144,42.0160464924,-87.6733337784,41.9724370811,-87.6711095263,3.015287384816925,-1,0.5277777777777778,1,11,11,-1,25,-1,-1,-1
47.47078771192841,0.6021738103601678,195.54959419025172,41.9360865352,-87.6661106945,41.8920421365,-87.6318639497,3.515881260218867,-1,0.5277777777777778,1,11,12,-1,25,-1,-1,-1
47.53381171486899,0.7775486613140281,74.95341032375735,41.8329371807,-87.6535834197,41.8679024175,-87.6429586652,2.4769806475670326,-1,0.5277777777777778,1,12,13,-1,25,-1,-1,-1
50.53812068898132,0.603879672054731,60.05159377056847,41.7482105124,-87.6100749663,41.7544341714,-87.632184554,1.218100401194994,-1,0.5277777777777778,1,13,14,-1,25,-1,-1,-1
50.71328849698629,0.6895950398736103,42.11485860681954,41.9534000435,-87.6460070664,41.897983898,-87.6414915334,3.835920899611339,-1,0.5277777777777778,1,14,15,-1,25,-1,-1,-1
52.742471332524865,0.5512109191254181,72.18345210915174,41.7296764229,-87.5727171342,41.7402057565,-87.6159695226,2.345747986465158,-1,0.5277777777777778,1,15,16,-1,25,-1,-1,-1
55.018176864306675,0.5369317372773451,121.00518431754155,41.9005603836,-87.6941973701,41.9049353016,-87.6499072264,2.297583673039112,-1,0.5277777777777778,1,16,17,-1,25,-1,-1,-1
57.75546724795657,0.5732877841975105,53.072574410297165,41.7929819032,-87.7242081939,41.8789144956,-87.7058971305,6.011737499665136,-1,0.5277777777777778,1,17,18,-1,25,-1,-1,-1
60.02820797290412,0.6680103545375871,163.17002312323694,41.7646425154,-87.5635848124,41.8983317935,-87.6207628651,9.69474827435563,-1,0.5277777777777778,1,18,18,-1,25,-1,-1,-1
65.97464988130275,0.42849912003272345,69.52427077093097,41.859349715,-87.6173580061,41.8774061234,-87.6219716519,1.2699623287385295,-1,0.5277777777777778,0,18,18,-1,25,-1,-1,-1
68.7444477944687,0.7870889413379956,89.59233593151214,41.8909693802,-87.770122842,41.9558592583,-87.7948169935,4.659723951392099,-1,0.5277777777777778,1,18,19,-1,25,-1,-1,-1
69.69097732848886,0.7711015179308929,34.32881033701142,41.785998518,-87.7509342894,41.9357494591,-87.6809803011,10.955107955343157,-1,0.5277777777777778,1,19,20,-1,25,-1,-1,-1
74.06194438718714,0.5791461157990849,289.8766663125545,41.9442266014,-87.6559981815,41.9751709433,-87.6875155152,2.682066029916422,-1,0.5277777777777778,1,20,21,-1,25,-1,-1,-1
74.35320489701728,0.7153649022611679,19.971109293338287,41.794090253,-87.592310855,41.874005383,-87.6635175498,6.62764888832023,-1,0.5277777777777778,1,21,22,-1,25,-1,-1,-1
74.83191361332382,0.3518023109621138,163.06787578081725,41.8555013528,-87.683227168,41.8983058696,-87.6536139825,3.326834082417708,-1,0.5277777777777778,0,22,22,-1,25,-1,-1,-1
